server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars		
13836071965	0	object/static/item/item_tool_droid_toolkit.iff	0	-3000.4995	200.79701	5291.815	0.0	0.52626574	0.0	0.85032004		buildout_utility.write|0|1|$|
13836071964	0	object/static/item/item_crate_spice.iff	0	-3000.316	200.0	5291.71	0.0	-0.050774567	0.0	0.99871004		buildout_utility.write|0|1|$|
13836072230	0	object/static/vehicle/static_speeder_usv5.iff	0	-2985.5955	200.0	5291.882	0.0	-0.15140766	0.0	0.9884709		buildout_utility.write|0|1|$|
13836067605	0	object/static/item/item_music_drum.iff	0	-3049.8967	201.19252	5170.0483	0.0	0.38554272	0.0	0.9226897		buildout_utility.write|0|1|$|
13836055060	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3028.0	200.0	5350.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836055061	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3012.0	200.0	5350.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836079396	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3090.0	200.0	5238.0	0.0	3.979045E-4	0.0	0.99999976		buildout_utility.write|0|1|$|
13836055519	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3060.0	199.99332	5222.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836073988	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-2980.0	200.0	5246.0	0.0	0.0	0.0	1.0		buildout_utility.write|0|1|$|
13836055271	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-2980.0	200.0	5222.0	0.0	-2.9502792E-7	0.0	1.0000001		buildout_utility.write|0|1|$|
13836072527	0	object/static/vehicle/static_speeder_usv5.iff	0	-2991.0647	200.0	5292.3145	0.0	0.11773322	0.0	0.9930445		buildout_utility.write|0|1|$|
13836055224	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-2980.0	200.0	5318.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836072228	0	object/static/structure/general/prp_engine.iff	0	-2996.175	201.52965	5287.933	0.0	0.9879504	0.0	-0.15477094		buildout_utility.write|0|1|$|
13836072227	0	object/static/creature/droids_le_repair.iff	0	-2997.287	200.0	5287.2217	0.0	-0.055369	0.0	0.998466		buildout_utility.write|0|1|$|
13836072226	0	object/static/creature/droids_c118.iff	0	-2994.287	200.0	5288.2217	0.0	-0.488525	0.0	0.87255		buildout_utility.write|0|1|$|
13836071802	0	object/static/item/item_container_organic_hide.iff	0	-2995.203	201.76662	5292.0293	0.0	0.8628075	0.0	0.5055322		buildout_utility.write|0|1|$|
13836071803	0	object/static/item/item_container_organic_hide.iff	0	-2994.484	201.76662	5292.4526	0.0	0.8628075	0.0	0.5055322		buildout_utility.write|0|1|$|
13836071416	0	object/static/item/item_newbie_crate.iff	0	-2998.6099	201.13422	5292.202	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071415	0	object/static/item/item_newbie_crate.iff	0	-2998.3267	201.13422	5293.222	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071414	0	object/static/item/item_newbie_crate.iff	0	-2997.5483	201.13422	5291.919	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071413	0	object/static/item/item_newbie_crate.iff	0	-2997.2842	201.13422	5292.9424	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071412	0	object/static/item/item_newbie_crate.iff	0	-2998.2898	200.13422	5293.2256	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071411	0	object/static/item/item_newbie_crate.iff	0	-2997.5405	200.13422	5291.9087	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071410	0	object/static/item/item_newbie_crate.iff	0	-2998.5986	200.13422	5292.191	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071409	0	object/static/item/item_newbie_crate.iff	0	-2997.2727	200.13422	5292.9316	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071357	0	object/static/item/item_organic_container.iff	0	-3001.9175	200.13422	5292.334	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836071356	0	object/static/item/item_container_energy_solid.iff	0	-3002.4465	200.13422	5293.3433	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836071355	0	object/static/item/item_container_energy_solid.iff	0	-3002.721	200.13422	5293.8477	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836071354	0	object/static/item/item_container_energy_solid.iff	0	-3002.0989	200.13422	5292.919	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836071353	0	object/static/item/item_container_inorganic_chemicals.iff	0	-3000.808	200.13422	5292.8735	0.0	0.8577096	0.0	0.5141345		buildout_utility.write|0|1|$|
13836071352	0	object/static/item/item_container_electronics.iff	0	-3001.566	200.90005	5294.055	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836071351	0	object/static/item/item_container_electronics.iff	0	-3001.5518	200.13422	5294.0884	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836059747	0	object/tangible/sign/all_sign_city_s03.iff	0	-3016.8936	205.20937	5317.9805	0.70710635	0.7071071	-1.2644048E-7	-2.1329075E-7	script.object.sign:script.systems.sign.sign	buildout_utility.write|0|1|$|
13836071801	0	object/static/item/item_container_inorganic_minerals.iff	0	-2995.0352	200.88345	5292.1206	0.0	0.8678196	0.0	0.49687886		buildout_utility.write|0|1|$|
13836071800	0	object/static/item/item_container_inorganic_minerals.iff	0	-2994.9429	200.00027	5292.366	0.0	0.7712471	0.0	0.6365349		buildout_utility.write|0|1|$|
13836071799	0	object/static/item/item_container_inorganic_minerals.iff	0	-2994.84	200.0	5291.44	0.0	0.7712471	0.0	0.6365349		buildout_utility.write|0|1|$|
13836071408	0	object/static/structure/general/empty_pallet.iff	0	-2997.9172	200.0	5292.639	0.0	0.6058214	0.0	0.7955999		buildout_utility.write|0|1|$|
13836071350	0	object/static/structure/general/empty_pallet.iff	0	-3001.8137	200.0	5293.331	0.0	0.97013736	0.0	-0.24255618		buildout_utility.write|0|1|$|
13836060348	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3012.0	200.0	5302.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836060347	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3028.0	200.0	5302.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836054946	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3028.0	200.0	5318.0	0.0	0.7071068	0.0	0.70710665		buildout_utility.write|0|1|$|
13836055584	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3060.0	200.0	5318.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836054926	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3012.0	200.0	5318.0	0.0	0.7071068	0.0	0.70710665		buildout_utility.write|0|1|$|
13836074673	0	object/static/structure/general/small_map_with_x.iff	0	-2999.1116	200.0864	5225.275	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836075382	0	object/static/structure/general/streetlamp_small_red_style_01_on.iff	0	-3003.2673	203.8987	5243.6484	0.99999994	0.0	0.0	0.0		buildout_utility.write|0|1|$|
13836076997	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3044.0	200.0	5238.0	0.0	-0.707107	0.0	0.70710695		buildout_utility.write|0|1|$|
13836076885	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3044.0	200.0	5254.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836075884	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3028.0	200.0	5254.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836075883	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3028.0	200.0	5238.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836075816	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3012.0	200.0	5238.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836074089	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3012.0	200.0	5246.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836072795	0	object/static/structure/corellia/corl_power_box_node.iff	0	-2997.128	200.44273	5230.435	0.0	0.7090133	0.0	0.70519507		buildout_utility.write|0|1|$|
13836072797	0	object/static/structure/corellia/corl_power_bubble_node.iff	0	-2991.1113	200.44273	5228.4614	0.0	0.7090133	0.0	0.70519507		buildout_utility.write|0|1|$|
13836072796	0	object/static/structure/corellia/corl_power_box_node.iff	0	-2997.1025	200.44273	5226.43	0.0	0.7090133	0.0	0.70519507		buildout_utility.write|0|1|$|
13836072793	0	object/static/structure/corellia/corl_power_box_node.iff	0	-2985.1284	200.44273	5230.4985	0.0	0.7090133	0.0	0.70519507		buildout_utility.write|0|1|$|
13836072794	0	object/static/structure/corellia/corl_power_box_node.iff	0	-2985.1025	200.44273	5226.494	0.0	0.7090133	0.0	0.70519507		buildout_utility.write|0|1|$|
13836055404	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3028.0	199.55948	5222.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836055325	0	object/static/structure/corellia/corl_imprv_column_s02.iff	0	-3012.0	199.55948	5222.0	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836080125	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3100.0	200.0	5246.0	0.0	1.0E-5	0.0	1.0		buildout_utility.write|0|1|$|
13836080048	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3076.0	200.0	5246.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836079903	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3028.0	200.0	5246.0	0.0	-0.707097	0.0	0.707116		buildout_utility.write|0|1|$|
13836079299	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3096.3818	200.0	5233.173	-0.0	0.9552159	0.0	-0.29590976		buildout_utility.write|0|1|$|
13836079162	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3116.405	200.0	5222.4355	0.0	0.049590852	0.0	0.99876904		buildout_utility.write|0|1|$|
13836078326	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	-3112.0	200.0	5238.0	0.0	1.8755352E-6	0.0	0.99999976		buildout_utility.write|0|1|$|
13836078325	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	-3120.0	200.0	5238.0	0.0	6.0691477E-6	0.0	0.9999998		buildout_utility.write|0|1|$|
13836078272	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3124.0547	200.0	5229.907	0.0	0.7106271	0.0	-0.70356816		buildout_utility.write|0|1|$|
13836078855	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	-3105.701	200.0	5225.891	0.0	0.37556082	0.0	0.92679757		buildout_utility.write|0|1|$|
13836077969	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3108.0	200.0	5254.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836077827	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3124.0	200.0	5246.0	0.0	-0.7070996	0.0	0.70711386		buildout_utility.write|0|1|$|
13836077825	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3100.0	200.0	5238.0	0.0	1.0E-5	0.0	1.0		buildout_utility.write|0|1|$|
13836077723	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3076.0	200.0	5238.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836077685	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3076.0	200.0	5254.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836077599	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3052.0	200.0	5246.0	0.0	1.0E-5	0.0	1.0		buildout_utility.write|0|1|$|
13836077300	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	-3060.0	200.0	5250.0	0.0	0.70710695	0.0	0.70710653		buildout_utility.write|0|1|$|
13836076996	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3044.0	200.0	5246.0	0.0	-0.7070968	0.0	0.70711607		buildout_utility.write|0|1|$|
13836076886	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3036.0	200.0	5254.0	0.0	1.0E-5	0.0	1.0		buildout_utility.write|0|1|$|
13836076163	0	object/static/structure/general/poi_tato_tent_s01.iff	0	-3006.526	200.0	5231.8716	0.0	-0.22875261	0.0	0.97348416		buildout_utility.write|0|1|$|
13836077346	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	-3060.0	200.0	5242.0	0.0	0.70710975	0.0	0.70710325		buildout_utility.write|0|1|$|
13836075882	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3028.0	199.98906	5230.0	0.0	0.70711476	0.0	0.70709825		buildout_utility.write|0|1|$|
13836075767	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3012.0	199.85587	5230.0	0.0	0.7071116	0.0	0.7071014		buildout_utility.write|0|1|$|
13836074954	0	object/static/structure/general/rock_mossy_big_a1.iff	0	-3009.097	198.51868	5216.8633	0.08915305	0.956162	-0.17626654	-0.21618532		buildout_utility.write|0|1|$|
13836074869	0	object/static/structure/general/rock_mossy_big.iff	0	-3031.2869	189.01	5201.9316	-0.0034258454	0.9020981	-0.1895703	-0.38764694		buildout_utility.write|0|1|$|
13836074406	0	object/static/structure/general/decontamination_chamber.iff	0	-3003.2544	199.47856	5243.634	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836074272	0	object/static/structure/general/decontamination_chamber.iff	0	-2991.2544	199.47856	5243.634	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836074267	0	object/static/structure/general/decontamination_chamber.iff	0	-2995.2544	199.47856	5243.634	0.0	0.707107	0.0	0.707107		buildout_utility.write|0|1|$|
13836073951	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-2996.0	200.0	5246.0	0.0	1.8755352E-6	0.0	0.99999976		buildout_utility.write|0|1|$|
13836072955	0	object/static/structure/general/decontamination_chamber.iff	0	-2999.2544	199.47856	5243.634	0.0	0.7071073	0.0	0.7071068		buildout_utility.write|0|1|$|
13836072799	0	object/static/structure/general/landing_pad_shuttle.iff	0	-2991.1863	200.87448	5228.5137	0.0	0.7090134	0.0	0.70519495		buildout_utility.write|0|1|$|
13836072798	0	object/static/structure/corellia/corl_power_arial_prime.iff	0	-2991.0977	200.0	5225.4624	0.0	0.7090133	0.0	0.70519507		buildout_utility.write|0|1|$|
13836071155	0	object/static/space/debris/cargo_pristine_large_a.iff	0	-2994.8865	200.0	5300.4946	0.0	-0.63591325	0.0	0.77175874		buildout_utility.write|0|1|$|
13836071095	0	object/static/space/debris/cargo_pristine_large_a.iff	0	-2994.2239	200.0	5311.1763	0.0	0.72138596	0.0	0.6925323		buildout_utility.write|0|1|$|
13836066931	0	object/static/structure/corellia/corl_imprv_bridge_sm_s02.iff	0	-3100.259	200.0	5220.368	0.0	0.9238796	0.0	-0.3826832		buildout_utility.write|0|1|$|
13836065370	0	object/static/structure/corellia/corl_imprv_bridge_sm_s02.iff	0	-3088.9036	200.0	5208.996	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065368	0	object/static/structure/corellia/corl_imprv_bridge_sm_s02.iff	0	-3077.5898	200.0	5197.6816	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065248	0	object/static/structure/corellia/corl_imprv_bridge_sm_s02.iff	0	-3066.2761	200.0	5186.3687	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065082	0	object/static/structure/corellia/corl_imprv_bridge_sm_s02.iff	0	-3054.9624	200.0	5175.054	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836058664	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3012.0	200.0	5342.0	0.0	0.7071136	0.0	0.7070994		buildout_utility.write|0|1|$|
13836058663	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3028.0	200.0	5342.0	0.0	0.7071136	0.0	0.7070994		buildout_utility.write|0|1|$|
13836068122	0	object/static/structure/general/decontamination_chamber.iff	0	-2987.2544	199.47856	5243.634	0.0	0.70710933	0.0	0.7071041		buildout_utility.write|0|1|$|
13836056384	0	object/static/structure/corellia/corl_stair_small_s01.iff	0	-3020.0	200.0	5320.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836056352	0	object/static/structure/corellia/corl_stair_small_s01.iff	0	-3020.0	200.0	5316.0	0.0	0.0	0.0	0.99999994		buildout_utility.write|0|1|$|
13836056228	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3020.0	199.81656	5318.0	0.0	1.17378995E-5	0.0	0.99999976		buildout_utility.write|0|1|$|
13836056010	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3028.0	200.0	5310.0	0.0	0.7071136	0.0	0.7070994		buildout_utility.write|0|1|$|
13836056009	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3012.0	200.0	5310.0	0.0	0.7071136	0.0	0.7070994		buildout_utility.write|0|1|$|
13836055105	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3020.0	200.0	5350.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836054707	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3028.0	200.0	5326.0	0.0	0.7071116	0.0	0.7071014		buildout_utility.write|0|1|$|
13836054702	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3012.0	200.0	5326.0	0.0	0.7071116	0.0	0.7071014		buildout_utility.write|0|1|$|
13836054343	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3060.0	200.0	5294.0	0.0	0.7071087	0.0	0.7071043		buildout_utility.write|0|1|$|
13836054342	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3060.0	200.0	5310.0	0.0	0.7071116	0.0	0.7071014		buildout_utility.write|0|1|$|
13836054344	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3060.0	200.0	5270.0	0.0	0.7071116	0.0	0.7071014		buildout_utility.write|0|1|$|
13836054022	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3044.0	200.0	5318.0	0.0	5.0E-6	0.0	1.0		buildout_utility.write|0|1|$|
13836053974	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-2996.0	200.0	5318.0	0.0	4.6572277E-6	0.0	0.99999976		buildout_utility.write|0|1|$|
13836053834	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-2980.0	200.0	5310.0	0.0	0.70710975	0.0	0.70710325		buildout_utility.write|0|1|$|
13836053766	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-2980.0	200.0	5294.0	0.0	0.70710707	0.0	0.7071064		buildout_utility.write|0|1|$|
13836053661	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-2980.0	200.0	5270.0	0.0	0.70710975	0.0	0.70710325		buildout_utility.write|0|1|$|
13836077172	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	-3060.0	200.0	5230.0	0.0	-0.707097	0.0	0.707116		buildout_utility.write|0|1|$|
13836053449	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-2980.0	200.0	5238.0	0.0	0.70710707	0.0	0.7071064		buildout_utility.write|0|1|$|
13836053235	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-3044.0	200.0	5222.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836053205	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	-2996.0	200.0	5222.0	0.0	1.0	0.0	0.0		buildout_utility.write|0|1|$|
13836066930	0	object/static/structure/corellia/corl_imprv_bridge_insert_s02.iff	0	-3105.9158	200.0	5226.025	0.0	0.9238796	0.0	-0.3826832		buildout_utility.write|0|1|$|
13836066602	0	object/static/structure/corellia/corl_imprv_bridge_insert_s02.iff	0	-3049.8816	200.963	5170.0273	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065666	0	object/static/structure/corellia/corl_imprv_bridge_insert_s02.iff	0	-3094.5603	200.0	5214.653	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065401	0	object/static/structure/corellia/corl_imprv_bridge_insert_s02.iff	0	-3071.9329	200.0	5192.0254	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065369	0	object/static/structure/corellia/corl_imprv_bridge_insert_s02.iff	0	-3083.2458	200.0	5203.339	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
13836065051	0	object/static/structure/corellia/corl_imprv_bridge_insert_s02.iff	0	-3060.6184	200.0	5180.7114	0.0	0.92387956	0.0	-0.3826834		buildout_utility.write|0|1|$|
